,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_TotalCharges_ratio,tenure_ratio
1624,2929-QNSRW,56,0,One year,Electronic check,98.25,5508.35,Yes,0.017836557226755742,0.5699745547073791
1625,1262-OPMFY,9,0,Month-to-month,Bank transfer (automatic),75.75,655.9,Yes,0.1154901661838695,0.1188118811881188
1626,9504-DSHWM,20,0,Month-to-month,Bank transfer (automatic),59.2,1191.2,No,0.04969778374748153,0.33783783783783783
1627,5035-BVCXS,11,0,Month-to-month,2,75.9,866.4,No,0.0876038781163435,0.14492753623188404
1628,6267-DCFFZ,30,0,Month-to-month,Electronic check,90.05,2627.2,No,0.0342760353227771,0.33314825097168244
1629,3533-UVMOM,68,0,Two year,Bank transfer (automatic),70.95,4741.45,No,0.0149637769036898,0.9584214235377025
1630,2439-LYPMQ,38,0,Month-to-month,Electronic check,102.6,4009.2,No,0.025591140377132594,0.3703703703703704
1631,4248-QPAVC,17,0,Month-to-month,Bank transfer (automatic),85.35,1463.45,Yes,0.058321090573644464,0.19917984768599883
1632,1899-VXWXM,48,0,One year,Credit card (automatic),106.1,5082.8,Yes,0.02087432124026127,0.45240339302544774
1633,1478-VPOAD,1,0,Month-to-month,Electronic check,43.8,43.8,No,1.0,0.022831050228310504
1634,9995-HOTOH,63,1,Two year,Electronic check,59.0,3707.6,No,0.015913259251267665,1.0677966101694916
1635,2988-PLAHS,3,0,One year,Electronic check,69.95,220.45,No,0.31730551145384445,0.04288777698355968
1636,1371-OJCEK,48,0,One year,Bank transfer (automatic),24.35,1133.7,No,0.02147834524124548,1.9712525667351128
1637,4999-IEZLT,66,1,One year,Credit card (automatic),29.45,1983.15,No,0.014850112195244937,2.2410865874363326
1638,8883-ANODQ,68,0,Two year,Credit card (automatic),84.4,5746.75,No,0.014686561969809024,0.8056872037914692
1639,4690-LLKUA,17,0,Month-to-month,Electronic check,45.05,770.6,Yes,0.058460939527640796,0.37735849056603776
1640,2351-RRBUE,7,0,One year,2,20.65,134.05,No,0.1540469973890339,0.33898305084745767
1641,5980-BDHPY,72,0,Two year,Bank transfer (automatic),87.1,6230.1,No,0.013980513956437294,0.8266360505166476
1642,1498-DQNRX,29,0,Month-to-month,2,19.85,573.05,No,0.03463921123811186,1.4609571788413098
1643,9469-WEJBT,37,0,Month-to-month,Electronic check,90.35,3419.3,No,0.02642353698125347,0.4095185390149419
1644,3331-HQDTW,34,0,Month-to-month,2,109.8,3587.25,Yes,0.03060840476688271,0.3096539162112933
1645,9490-DFPMD,42,0,Month-to-month,Electronic check,84.65,3541.35,Yes,0.02390331370804919,0.4961606615475487
1646,2581-VKIRT,59,0,One year,2,65.5,3801.3,No,0.017230947307500064,0.9007633587786259
1647,5442-XSDCW,11,0,Month-to-month,Bank transfer (automatic),79.5,868.5,Yes,0.09153713298791019,0.13836477987421383
1648,7426-WEIJX,60,0,Month-to-month,Electronic check,80.95,4859.1,No,0.01665946368669095,0.7411982705373688
1649,2851-MMUTZ,27,0,Month-to-month,2,56.15,1439.35,No,0.03901066453607532,0.4808548530721282
1650,3049-NDXFL,1,0,Month-to-month,2,85.8,85.8,Yes,1.0,0.011655011655011656
1651,8580-AECUZ,1,0,Month-to-month,Electronic check,79.1,79.1,Yes,1.0,0.012642225031605564
1652,3307-TLCUD,17,1,Month-to-month,2,34.4,592.75,No,0.05803458456347532,0.49418604651162795
1653,6625-FLENO,58,0,Two year,2,20.75,1185.95,No,0.01749652177579156,2.7951807228915664
1654,2967-MXRAV,1,0,One year,2,18.8,18.8,No,1.0,0.05319148936170213
1655,7963-GQRMY,3,0,Month-to-month,2,44.3,134.5,Yes,0.3293680297397769,0.06772009029345373
1656,8189-HBVRW,53,0,Month-to-month,Electronic check,90.8,4921.2,No,0.018450784361537836,0.5837004405286343
1657,4163-KIUHY,35,0,Month-to-month,Electronic check,25.6,901.25,No,0.02840499306518724,1.3671875
1658,1228-FZFRV,50,0,Month-to-month,Credit card (automatic),105.95,5341.8,Yes,0.019834138305440115,0.4719207173194903
1659,3500-NSDOA,68,0,Two year,Credit card (automatic),70.8,4859.95,No,0.014568051111636952,0.96045197740113
1660,1171-TYKUR,47,0,Month-to-month,Electronic check,25.4,1139.2,No,0.02229634831460674,1.8503937007874016
1661,3761-FLYZI,65,0,Month-to-month,Bank transfer (automatic),108.8,7082.45,No,0.01536191572125465,0.5974264705882353
1662,2058-DCJBE,5,0,Month-to-month,Electronic check,69.75,324.6,Yes,0.21487985212569313,0.07168458781362007
1663,5364-XYIRR,51,0,Month-to-month,Electronic check,94.65,4812.75,Yes,0.019666510830606204,0.5388272583201268
1664,4829-AUOAX,46,0,Month-to-month,Bank transfer (automatic),96.05,4399.5,Yes,0.021832026366632572,0.4789172306090578
1665,1219-NNDDO,9,0,Month-to-month,Electronic check,76.85,663.55,No,0.11581644186572225,0.11711125569290827
1666,8388-DMKAE,8,0,Two year,2,20.25,174.65,No,0.11594617807042656,0.3950617283950617
1667,4403-BWPAY,14,0,One year,Credit card (automatic),24.8,321.7,No,0.07709045694746659,0.564516129032258
1668,9659-QEQSY,45,0,Month-to-month,Electronic check,115.65,5125.5,No,0.022563652326602283,0.38910505836575876
1669,5405-ZMYXQ,8,0,Month-to-month,Credit card (automatic),74.6,548.9,No,0.13590817999635635,0.10723860589812333
1670,5047-LHVLY,1,0,Month-to-month,2,50.15,50.15,Yes,1.0,0.019940179461615155
1671,1442-OKRJE,66,0,One year,Bank transfer (automatic),103.15,7031.3,No,0.014670117901383813,0.639844886088221
1672,4737-AQCPU,72,0,Two year,Credit card (automatic),72.1,5016.65,No,0.014372140771231797,0.998613037447989
1673,9158-VCTQB,41,0,Month-to-month,Bank transfer (automatic),113.6,4594.95,Yes,0.024722793501561497,0.3609154929577465
1674,2808-CHTDM,23,0,Two year,2,25.1,611.45,No,0.04104996320222422,0.9163346613545816
1675,6311-UEUME,29,0,Month-to-month,Electronic check,78.9,2384.15,Yes,0.033093555355158025,0.36755386565272496
1676,0793-TWELN,4,0,Month-to-month,Electronic check,80.15,319.85,No,0.25058621228700956,0.04990642545227698
1677,3283-WCWXT,6,0,Two year,2,25.4,153.3,No,0.16568819308545335,0.2362204724409449
1678,1060-ENTOF,67,0,One year,Credit card (automatic),105.4,7035.6,No,0.014980954005344249,0.635673624288425
1679,0999-QXNSA,7,0,Month-to-month,2,45.75,344.2,No,0.13291690877396864,0.15300546448087432
1680,5451-MHQOF,56,0,One year,2,24.45,1431.65,No,0.017078196486571436,2.2903885480572597
1681,4836-WNFNO,72,0,Two year,Credit card (automatic),25.0,1849.2,No,0.013519359723123512,2.88
1682,9225-BZLNZ,72,0,Two year,Electronic check,85.25,6083.1,No,0.014014236162482943,0.844574780058651
1683,0354-VXMJC,23,0,Two year,Credit card (automatic),19.6,426.65,No,0.04593929450369156,1.173469387755102
1684,4422-QVIJA,35,0,Month-to-month,2,50.15,1655.35,No,0.03029570785634458,0.6979062811565304
1685,9365-SRSZE,27,0,Month-to-month,Electronic check,70.55,1943.9,No,0.036293019188229844,0.3827072997873848
1686,6839-ITVZJ,26,0,Month-to-month,Electronic check,60.05,1616.15,Yes,0.03715620456022027,0.43297252289758537
1687,8332-OSJDW,12,0,One year,2,26.4,314.95,No,0.08382282902047944,0.4545454545454546
1688,4735-BJKOU,40,0,Two year,2,20.15,804.85,No,0.025035720941790393,1.9851116625310175
1689,0274-JKUJR,7,1,Month-to-month,2,58.85,465.7,No,0.1263689070216878,0.118946474086661
1690,5740-YHGTW,70,0,Month-to-month,Credit card (automatic),97.55,6669.05,No,0.014627270750706621,0.7175807278318811
1691,8917-SZTTJ,60,0,Two year,Credit card (automatic),19.65,1161.75,No,0.016914138153647514,3.053435114503817
1692,1696-MZVAU,39,1,One year,Credit card (automatic),25.25,947.75,No,0.02664204695331047,1.5445544554455446
1693,7359-WWYJV,72,0,Two year,Credit card (automatic),114.45,8375.05,No,0.01366559005617877,0.6290956749672346
1694,0375-HVGXO,1,1,Month-to-month,Electronic check,34.7,34.7,Yes,1.0,0.02881844380403458
1695,4906-ZHGPK,54,0,One year,Electronic check,70.7,3770.0,No,0.018753315649867375,0.7637906647807637
1696,8593-WHYHV,3,0,Month-to-month,Electronic check,85.3,264.8,Yes,0.3221299093655589,0.035169988276670575
1697,3795-GWTRD,63,0,Two year,Credit card (automatic),75.55,4707.85,No,0.016047665070042585,0.8338848444738584
1698,1298-PHBTI,71,0,Two year,Electronic check,84.8,6152.4,No,0.013783239061179377,0.8372641509433962
1699,6223-DHJGV,42,0,One year,2,20.65,958.1,No,0.02155307379187976,2.033898305084746
1700,6961-MJKBO,47,0,Two year,Bank transfer (automatic),20.45,943.0,No,0.021686108165429478,2.2982885085574574
1701,6097-EQISJ,66,0,One year,Credit card (automatic),102.45,6615.15,Yes,0.015487177161515613,0.6442166910688141
1702,4423-YLHDV,21,0,Month-to-month,Bank transfer (automatic),104.4,2200.25,Yes,0.047449153505283496,0.2011494252873563
1703,8158-WPEZG,11,1,Month-to-month,Electronic check,35.65,425.1,No,0.08386262055986826,0.3085553997194951
1704,0107-YHINA,1,0,Month-to-month,Electronic check,99.75,99.75,Yes,1.0,0.010025062656641603
1705,4918-FYJNT,55,0,Month-to-month,Electronic check,90.45,5044.8,No,0.017929352997145577,0.6080707573244887
1706,0727-BNRLG,69,0,Two year,Credit card (automatic),97.65,6743.55,No,0.014480503592321552,0.706605222734255
1707,4854-CIDCF,3,0,Month-to-month,Electronic check,73.85,196.4,No,0.37601832993890016,0.04062288422477996
1708,8640-SDGKB,4,0,Month-to-month,Electronic check,74.4,299.7,Yes,0.2482482482482483,0.05376344086021505
1709,3280-MRDOF,30,0,Two year,Credit card (automatic),69.1,2093.9,No,0.0330006208510435,0.43415340086830684
1710,6435-SRWBJ,5,0,Month-to-month,Electronic check,82.75,417.75,No,0.1980849790544584,0.06042296072507553
1711,9964-WBQDJ,71,0,Two year,Credit card (automatic),24.4,1725.4,No,0.014141648313434564,2.9098360655737707
1712,6303-KFWSL,29,0,One year,Electronic check,55.25,1620.2,No,0.03410072830514751,0.5248868778280543
1713,1702-CCFNJ,52,0,Month-to-month,Bank transfer (automatic),61.35,3169.55,No,0.01935606000851856,0.8475957620211899
1714,8932-CZHRQ,68,0,One year,Credit card (automatic),76.75,5233.25,No,0.01466583862800363,0.8859934853420195
1715,0386-CWRGM,46,0,Two year,2,19.4,967.85,No,0.020044428372165107,2.3711340206185567
1716,5515-RUGKN,8,0,Month-to-month,Credit card (automatic),54.75,438.05,No,0.12498573222234904,0.1461187214611872
1717,0404-AHASP,72,0,Two year,Credit card (automatic),19.7,1421.9,No,0.013854701455798578,3.654822335025381
1718,7279-NMVJC,17,0,One year,Bank transfer (automatic),19.9,323.15,No,0.0615813089896333,0.8542713567839196
1719,2081-VEYEH,3,0,Month-to-month,Electronic check,107.95,318.6,No,0.33882611424984305,0.02779064381658175
1720,6407-UTSLV,2,0,Month-to-month,Bank transfer (automatic),83.8,163.7,No,0.5119120342089187,0.02386634844868735
1721,4116-TZAQJ,9,0,Month-to-month,Credit card (automatic),74.25,639.65,Yes,0.11607910576096303,0.12121212121212122
1722,9060-HJJRW,51,1,One year,Credit card (automatic),56.4,2928.5,No,0.01925900631722725,0.9042553191489362
1723,2587-YNLES,6,0,Two year,2,20.1,100.35,No,0.2002989536621824,0.29850746268656714
1724,7398-SKNQZ,3,0,Month-to-month,Electronic check,94.9,273.2,No,0.34736456808199123,0.031612223393045306
1725,5935-FCCNB,17,0,Month-to-month,Electronic check,94.2,1608.15,No,0.05857662531480272,0.18046709129511676
1726,1958-RNRKS,30,0,Month-to-month,Electronic check,49.9,1441.95,No,0.03460591560040223,0.6012024048096193
1727,5136-RGMZO,31,0,Month-to-month,Electronic check,71.05,2168.15,No,0.03276987293314577,0.4363124560168895
1728,8345-MVDYC,45,0,Two year,Bank transfer (automatic),81.65,3618.7,No,0.022563351479813195,0.5511328842620943
1729,8226-BXGES,64,0,One year,Bank transfer (automatic),89.45,5692.65,No,0.015713244271121536,0.7154835103409726
1730,3877-JRJIP,1,0,Month-to-month,Electronic check,59.85,59.85,Yes,1.0,0.01670843776106934
1731,8375-DKEBR,1,0,Month-to-month,Electronic check,69.6,69.6,Yes,1.0,0.014367816091954025
1732,9705-IOVQQ,61,0,One year,Electronic check,99.0,5969.3,No,0.01658485919622066,0.6161616161616161
1733,1015-OWJKI,1,0,Month-to-month,2,19.05,19.05,No,1.0,0.05249343832020997
1734,7511-YMXVQ,9,1,Month-to-month,Electronic check,45.4,418.8,Yes,0.10840496657115567,0.19823788546255508
1735,2040-XBAVJ,72,0,Two year,Bank transfer (automatic),114.45,8100.55,No,0.014128670275475121,0.6290956749672346
1736,7551-JOHTI,1,0,Month-to-month,2,19.5,19.5,Yes,1.0,0.05128205128205128
1737,8887-IPQNC,7,0,Month-to-month,2,44.25,313.45,No,0.1411708406444409,0.15819209039548024
1738,8646-JCOMS,66,0,One year,Bank transfer (automatic),90.55,6130.95,No,0.014769326124010145,0.7288790723357261
1739,9804-ICWBG,1,0,Month-to-month,Electronic check,69.9,69.9,Yes,1.0,0.014306151645207437
1740,1222-KJNZD,40,0,Month-to-month,Bank transfer (automatic),20.4,745.3,No,0.02737152824366027,1.9607843137254903
1741,0106-GHRQR,16,0,Month-to-month,Bank transfer (automatic),71.4,1212.1,No,0.058906030855539984,0.22408963585434172
1742,5318-IXUZF,2,0,Month-to-month,Bank transfer (automatic),87.15,183.75,Yes,0.4742857142857143,0.022948938611589212
1743,3768-VHXQO,67,0,Two year,Credit card (automatic),24.85,1583.5,No,0.015693084938427537,2.6961770623742454
1744,8952-WCVCD,41,0,One year,Bank transfer (automatic),104.45,4162.05,No,0.025095806153217763,0.39253231211105793
1745,2418-TPEUN,56,0,Two year,Credit card (automatic),19.8,1119.9,No,0.017680150013394052,2.8282828282828283
1746,3963-RYFNS,72,0,Two year,Bank transfer (automatic),116.45,8013.55,No,0.0145316370397639,0.618291112065264
1747,3198-VELRD,3,0,Month-to-month,Bank transfer (automatic),84.75,264.85,Yes,0.3199924485557863,0.035398230088495575
1748,8540-ZQGEA,54,0,Two year,Credit card (automatic),20.05,1102.4,No,0.018187590711175615,2.693266832917706
1749,1320-REHCS,52,0,Month-to-month,Electronic check,110.75,5832.0,No,0.0189900548696845,0.46952595936794583
1750,4137-JOPHL,50,0,Two year,Bank transfer (automatic),89.7,4304.5,No,0.020838657219189222,0.5574136008918618
1751,9436-ZBZCT,14,0,Month-to-month,Electronic check,89.95,1178.4,Yes,0.07633231500339444,0.1556420233463035
1752,7801-CEDNV,27,0,One year,Credit card (automatic),48.7,1421.75,No,0.034253560752593636,0.5544147843942505
1753,2057-BOYKM,72,0,Two year,Bank transfer (automatic),96.6,6827.5,No,0.014148663493225924,0.7453416149068324
1754,3658-QQJYD,62,0,One year,Credit card (automatic),74.3,4698.05,No,0.015815072210810868,0.8344549125168237
1755,1803-BGNBD,12,0,Month-to-month,Electronic check,54.3,654.5,No,0.0829640947288006,0.22099447513812157
1756,0134-XWXCE,44,0,One year,Bank transfer (automatic),74.85,3268.05,No,0.022903566346904113,0.5878423513694055
1757,6950-TWMYB,54,0,Two year,Bank transfer (automatic),79.95,4362.05,No,0.018328538187320182,0.6754221388367729
1758,5848-FHRFC,68,0,Two year,Bank transfer (automatic),20.05,1386.9,No,0.014456701997260075,3.391521197007481
1759,2243-FNMMI,20,0,Month-to-month,2,19.4,415.4,No,0.046701974000962924,1.0309278350515465
1760,2511-MORQY,50,0,One year,Bank transfer (automatic),54.9,2614.1,No,0.021001491909261313,0.9107468123861566
1761,5356-KZCKT,58,0,Two year,Credit card (automatic),24.45,1513.6,No,0.016153541226215644,2.372188139059305
1762,9470-XCCEM,35,0,Month-to-month,Bank transfer (automatic),89.65,3161.6,No,0.028355895748987857,0.3904071388733965
1763,6519-CFDBX,2,0,Month-to-month,Electronic check,45.4,80.95,No,0.560840024706609,0.04405286343612335
1764,3902-MIVLE,63,0,Two year,2,75.7,4676.7,No,0.0161866273226848,0.8322324966974901
1765,0409-WTMPL,58,0,One year,Credit card (automatic),110.65,6526.65,No,0.016953567297158575,0.5241753276095797
1766,8763-KIAFH,27,0,One year,2,20.55,583.3,No,0.03523058460483457,1.313868613138686
1767,3669-WHAFY,71,0,Two year,Credit card (automatic),115.15,8078.1,No,0.014254589569329422,0.6165870603560573
1768,3055-VTCGS,63,0,One year,Credit card (automatic),58.55,3503.5,No,0.016711859569002424,1.07600341588386
1769,3144-KMTWZ,71,0,Month-to-month,Bank transfer (automatic),93.25,6669.45,No,0.013981662655841188,0.7613941018766756
1770,7279-BUYWN,41,0,Month-to-month,Electronic check,113.2,4689.5,Yes,0.024139034012154816,0.362190812720848
1771,7156-MHUGY,13,0,Month-to-month,Electronic check,90.5,1201.15,Yes,0.0753444615576739,0.143646408839779
1772,7198-GLXTC,2,0,Month-to-month,Electronic check,79.0,143.65,Yes,0.5499477897667943,0.02531645569620253
1773,2007-QVGAW,68,0,Two year,Bank transfer (automatic),19.35,1292.65,No,0.014969249216725333,3.5142118863049094
1774,5207-PLSTK,1,0,Month-to-month,2,48.75,48.75,No,1.0,0.020512820512820513
1775,2307-FYNNL,65,0,Two year,Electronic check,109.05,7108.2,No,0.015341436650628851,0.5960568546538285
1776,5605-XNWEN,72,0,Two year,Bank transfer (automatic),25.0,1802.55,No,0.01386924079775873,2.88
1777,2155-AMQRX,28,0,Month-to-month,Credit card (automatic),54.9,1505.15,No,0.03647476995648274,0.5100182149362478
1778,6181-AXXYF,72,0,Two year,Credit card (automatic),24.75,1859.1,No,0.013312893335484913,2.909090909090909
1779,5091-HFAZW,2,0,Month-to-month,Electronic check,91.15,168.5,No,0.5409495548961425,0.021941854086670324
1780,0516-VRYBW,18,0,One year,Bank transfer (automatic),20.15,390.85,Yes,0.051554304720480996,0.8933002481389579
1781,2519-LBNQL,60,0,One year,Electronic check,104.35,6339.45,No,0.01646041849056306,0.5749880210828942
1782,8623-ULFNQ,26,0,Month-to-month,Electronic check,66.05,1652.4,No,0.039972161704187846,0.3936411809235428
1783,8380-PEFPE,1,0,Month-to-month,Electronic check,71.65,71.65,Yes,1.0,0.013956734124214932
1784,5687-DKDTV,4,0,Month-to-month,2,20.35,77.5,Yes,0.2625806451612903,0.19656019656019655
1785,1568-LJSZU,68,0,Two year,Credit card (automatic),92.2,6392.85,No,0.014422362483086574,0.737527114967462
1786,7530-HDYDS,38,0,Month-to-month,Credit card (automatic),84.25,3264.5,Yes,0.025807933833665187,0.45103857566765576
1787,7789-HKSBS,42,0,One year,Bank transfer (automatic),105.2,4599.15,No,0.022873791896328672,0.3992395437262357
1788,7416-CKTEP,57,0,Two year,Bank transfer (automatic),19.6,1134.25,No,0.01728014106237602,2.9081632653061225
1789,2586-CWXVV,54,1,Month-to-month,Electronic check,30.4,1621.35,No,0.018749807259382613,1.7763157894736843
1790,3096-IZETN,12,0,Month-to-month,Bank transfer (automatic),78.1,947.3,Yes,0.08244484323867834,0.1536491677336748
1791,2348-KCJLT,44,0,One year,2,61.5,2722.2,No,0.022592021159356403,0.7154471544715447
1792,8401-EMUWF,42,0,Month-to-month,Bank transfer (automatic),69.4,3058.3,No,0.022692345420658535,0.6051873198847262
1793,4193-IBKSW,72,0,Two year,Bank transfer (automatic),24.75,1769.6,No,0.01398621157323689,2.909090909090909
1794,5377-NDTOU,71,0,Two year,2,91.05,6293.75,No,0.014466732869910626,0.7797913234486546
1795,5922-ABDVO,19,0,Month-to-month,2,89.65,1761.05,Yes,0.05090712926946992,0.21193530395984383
1796,2474-LCNUE,23,0,Month-to-month,Credit card (automatic),73.65,1642.75,No,0.04483335869730635,0.3122878479293958
1797,0839-QNXME,30,0,Two year,Credit card (automatic),19.4,578.5,No,0.03353500432152117,1.5463917525773196
1798,3506-OVLKD,35,0,One year,Bank transfer (automatic),26.2,954.9,No,0.027437428002932245,1.33587786259542
1799,9172-ANCRX,10,0,Month-to-month,Electronic check,98.7,973.25,Yes,0.10141279219111225,0.10131712259371833
1800,6650-VJONK,1,0,Month-to-month,Bank transfer (automatic),43.85,43.85,No,1.0,0.02280501710376283
1801,2178-PMGCJ,22,0,Month-to-month,2,69.7,1490.4,No,0.04676596886741814,0.31563845050215206
1802,7492-TAFJD,7,1,Two year,2,38.55,280.0,No,0.13767857142857143,0.18158236057068744
1803,2773-MADBQ,36,1,Two year,2,53.1,1901.25,No,0.027928994082840237,0.6779661016949152
1804,6016-LVTJQ,34,0,Month-to-month,2,20.65,716.4,No,0.02882467895030709,1.6464891041162228
1805,7860-KSUGX,72,0,Two year,Credit card (automatic),64.45,4720.0,No,0.013654661016949152,1.117145073700543
1806,8966-KZXXA,36,0,Two year,Credit card (automatic),25.1,930.95,No,0.026961705784413773,1.4342629482071712
1807,6910-HADCM,1,0,Month-to-month,Electronic check,76.35,76.35,Yes,1.0,0.013097576948264572
1808,4816-LXZYW,23,0,Month-to-month,Electronic check,79.15,1676.95,Yes,0.04719878350576941,0.29058749210360074
1809,9606-PBKBQ,32,0,Month-to-month,Electronic check,85.0,2642.05,Yes,0.032171987661096496,0.3764705882352941
1810,5149-QYTTU,71,0,One year,Credit card (automatic),95.15,6770.85,No,0.014052888485197574,0.7461902259590121
1811,2070-XYMFH,23,0,Month-to-month,2,79.35,1835.3,No,0.043235438347954014,0.2898550724637681
1812,2085-BOJKI,17,0,One year,Bank transfer (automatic),96.65,1588.25,No,0.06085314024870141,0.17589239524055872
1813,0817-HSUSE,1,0,Month-to-month,Electronic check,75.5,75.5,No,1.0,0.013245033112582781
1814,5442-PPTJY,12,0,Two year,2,19.7,258.35,No,0.07625314495838977,0.6091370558375635
1815,1927-QEWMY,72,0,Two year,Credit card (automatic),20.5,1502.25,No,0.013646197370610751,3.5121951219512195
1816,1663-MHLHE,1,0,Month-to-month,2,19.2,19.2,No,1.0,0.052083333333333336
1817,5663-QBGIS,72,0,Two year,Bank transfer (automatic),98.35,6929.4,No,0.014193148035904985,0.7320793085917642
1818,4450-MDZFX,60,0,Month-to-month,Bank transfer (automatic),74.35,4453.3,No,0.01669548424763658,0.8069939475453934
1819,6701-DHKWQ,61,1,Two year,Credit card (automatic),51.35,3244.4,No,0.01582727160646036,1.1879259980525803
1820,7554-AKDQF,6,0,Month-to-month,2,45.65,323.45,No,0.14113464213943422,0.13143483023001096
1821,3536-IQCTX,32,0,Month-to-month,Electronic check,85.3,2661.1,Yes,0.032054413588365714,0.37514654161781946
1822,4911-BANWH,31,0,Month-to-month,Credit card (automatic),86.55,2697.4,Yes,0.03208645362200637,0.3581744656268053
1823,8496-EJAUI,19,0,Month-to-month,Credit card (automatic),73.85,1424.5,Yes,0.05184275184275184,0.25727826675693977
1824,0794-YVSGE,72,0,Two year,Bank transfer (automatic),20.3,1401.15,No,0.014488099061485208,3.54679802955665
1825,5423-BHIXO,32,0,Month-to-month,Electronic check,54.2,1739.6,No,0.031156587721315247,0.5904059040590406
1826,6908-VVYHM,65,0,Month-to-month,Electronic check,90.65,5931.0,No,0.015284100488956332,0.7170435741864313
1827,2959-EEXWB,45,1,Month-to-month,Bank transfer (automatic),50.9,2333.85,No,0.021809456477494268,0.8840864440078585
1828,1839-UMACK,42,0,One year,Electronic check,25.05,949.85,No,0.026372585145022897,1.6766467065868262
1829,3030-YDNRM,8,0,Month-to-month,Electronic check,74.85,572.45,No,0.13075377762249976,0.10688042752171009
1830,7321-KKSDU,32,0,Two year,2,20.5,696.8,No,0.02942020665901263,1.5609756097560976
1831,3402-XRIUO,22,0,Month-to-month,2,63.55,1381.8,No,0.04599073672022,0.34618410700236035
1832,3132-TVFDZ,57,1,Month-to-month,Electronic check,44.85,2572.95,Yes,0.01743135311607299,1.2709030100334449
1833,8286-AFUYI,1,0,Month-to-month,Electronic check,47.95,47.95,No,1.0,0.020855057351407715
1834,8080-DDEMJ,1,0,Month-to-month,Electronic check,45.1,45.1,Yes,1.0,0.022172949002217293
1835,8356-WUAOJ,1,0,Month-to-month,Electronic check,45.0,45.0,No,1.0,0.022222222222222223
1836,6365-MTGZX,24,0,Month-to-month,Electronic check,96.0,2122.45,Yes,0.04523074748521756,0.25
1837,1349-WXNGG,1,0,Month-to-month,Bank transfer (automatic),20.05,20.05,Yes,1.0,0.04987531172069825
1838,8058-DMYRU,54,0,Month-to-month,Electronic check,90.05,4931.8,No,0.018259053489598116,0.5996668517490283
1839,9350-ZXYJC,4,0,Two year,Credit card (automatic),25.3,116.95,No,0.21633176571184268,0.15810276679841898
1840,6990-YNRIO,65,0,Two year,Bank transfer (automatic),108.65,6937.95,Yes,0.015660245461555648,0.5982512655315232
1841,8958-JPTRR,56,0,One year,Electronic check,24.3,1261.7,No,0.019259728937148293,2.304526748971193
1842,6959-GQEGV,45,0,Month-to-month,Electronic check,75.95,3273.8,No,0.023199340216262448,0.5924950625411455
1843,3173-WSSUE,71,0,Two year,Credit card (automatic),19.7,1415.85,No,0.013913903308966346,3.6040609137055837
1844,1265-HVPZB,59,0,One year,Credit card (automatic),66.4,3958.2,No,0.016775301904906274,0.8885542168674698
1845,4115-UMJFQ,69,1,One year,Bank transfer (automatic),35.75,2492.25,No,0.014344467850336043,1.93006993006993
1846,7369-TRPFD,19,0,One year,2,18.8,279.2,No,0.0673352435530086,1.0106382978723405
1847,1098-KFQEC,55,0,Two year,Credit card (automatic),19.4,1083.0,No,0.01791320406278855,2.8350515463917527
1848,7190-XHTWJ,38,0,One year,2,19.3,755.5,No,0.025545996029119788,1.9689119170984455
1849,0621-TWIEM,10,0,Month-to-month,Electronic check,45.55,402.6,Yes,0.11313959264778936,0.21953896816684962
1850,3537-RYBHH,47,0,Month-to-month,Credit card (automatic),67.45,3252.0,No,0.02074108241082411,0.6968124536693847
1851,2485-ITVKB,2,1,Month-to-month,Electronic check,35.1,68.75,Yes,0.5105454545454545,0.05698005698005698
1852,3669-OYSJI,1,0,Month-to-month,Credit card (automatic),46.2,46.2,Yes,1.0,0.021645021645021644
1853,1612-EOHDH,1,0,Month-to-month,Electronic check,45.15,45.15,Yes,1.0,0.0221483942414175
1854,6702-OHFWR,1,1,Month-to-month,Electronic check,43.3,43.3,Yes,1.0,0.023094688221709007
1855,5296-BFCYD,46,0,Two year,2,20.1,936.85,No,0.021454875380263652,2.288557213930348
1856,4510-PYUSH,38,0,Month-to-month,Credit card (automatic),57.15,2250.65,Yes,0.02539266434141248,0.6649168853893264
1857,9359-JANWS,65,0,Two year,Credit card (automatic),58.9,3857.1,No,0.015270540043037515,1.1035653650254669
1858,7517-SAWMO,19,0,Month-to-month,Electronic check,73.2,1441.1,Yes,0.05079453195475679,0.25956284153005466
1859,4143-HHPMK,52,0,Month-to-month,Electronic check,85.35,4338.6,Yes,0.01967224450283501,0.6092560046865847
1860,3279-DYZQM,71,0,Two year,2,19.45,1378.45,No,0.01411005114440132,3.6503856041131106
1861,7054-LGEQW,1,0,Month-to-month,2,45.95,45.95,Yes,1.0,0.021762785636561477
1862,0523-VNGTF,52,1,Month-to-month,Electronic check,50.5,2566.3,No,0.019678135837587186,1.0297029702970297
1863,9575-IWCAZ,6,0,One year,2,25.1,171.0,No,0.14678362573099416,0.2390438247011952
1864,7105-MXJLL,26,0,One year,2,60.7,1597.4,No,0.03799924877926631,0.42833607907743
1865,7064-FRRSW,48,0,One year,Electronic check,99.0,4744.35,No,0.020866925922412974,0.48484848484848486
1866,7940-UQQUG,64,0,One year,Bank transfer (automatic),104.4,6721.6,No,0.015532016186622232,0.6130268199233716
1867,0923-PNFUB,3,0,Month-to-month,Electronic check,83.75,247.25,Yes,0.33872598584428715,0.03582089552238806
1868,3961-SXAXY,1,0,Month-to-month,Bank transfer (automatic),44.05,44.05,No,1.0,0.022701475595913737
